Year,State,Income Level,Percent of Total,Number of Households
2015,Oklahoma,"$200,000 or more",3.09%,"45,012"
2015,Oklahoma,"Less than $10,000",7.98%,"116,153"
2015,Oregon,"$10,000 to $14,999",5.32%,"81,573"
2015,Oregon,"$15,000 to $19,999",5.61%,"86,102"
2015,Oregon,"$20,000 to $24,999",5.50%,"84,305"
2015,Oregon,"$25,000 to $29,999",5.39%,"82,653"
2015,Oregon,"$30,000 to $34,999",5.32%,"81,517"
2015,Oregon,"$35,000 to $39,999",4.97%,"76,170"
2015,Oregon,"$40,000 to $44,999",5.02%,"76,902"
2015,Oregon,"$45,000 to $49,999",4.29%,"65,775"
2015,Oregon,"$50,000 to $59,999",8.14%,"124,834"
2015,Oregon,"$60,000 to $74,999",10.45%,"160,170"
2015,Oregon,"$75,000 to $99,999",12.52%,"192,015"
2015,Oregon,"$100,000 to $124,999",7.82%,"119,929"
2015,Oregon,"$125,000 to $149,999",4.49%,"68,906"
2015,Oregon,"$150,000 to $199,999",4.04%,"61,962"
2015,Oregon,"$200,000 or more",3.79%,"58,066"
2015,Oregon,"Less than $10,000",7.34%,"112,551"
2015,Pennsylvania,"$10,000 to $14,999",5.34%,"264,879"
2015,Pennsylvania,"$15,000 to $19,999",5.41%,"268,116"
2015,Pennsylvania,"$20,000 to $24,999",5.27%,"261,337"
2015,Pennsylvania,"$25,000 to $29,999",5.12%,"254,071"
2015,Pennsylvania,"$30,000 to $34,999",5.13%,"254,354"
2015,Pennsylvania,"$35,000 to $39,999",4.62%,"229,315"
2015,Pennsylvania,"$40,000 to $44,999",4.72%,"233,860"
2015,Pennsylvania,"$45,000 to $49,999",4.19%,"207,589"
2015,Pennsylvania,"$50,000 to $59,999",8.14%,"403,539"
2015,Pennsylvania,"$60,000 to $74,999",10.26%,"508,901"
2015,Pennsylvania,"$75,000 to $99,999",12.50%,"619,923"
2015,Pennsylvania,"$100,000 to $124,999",8.19%,"406,185"
2015,Pennsylvania,"$125,000 to $149,999",4.81%,"238,450"
2015,Pennsylvania,"$150,000 to $199,999",4.78%,"237,241"
2015,Pennsylvania,"$200,000 or more",4.60%,"228,082"
2015,Pennsylvania,"Less than $10,000",6.92%,"343,017"
2015,Puerto Rico,"$10,000 to $14,999",11.83%,"147,226"
2015,Puerto Rico,"$15,000 to $19,999",10.37%,"129,005"
2015,Puerto Rico,"$20,000 to $24,999",8.05%,"100,137"
2015,Puerto Rico,"$25,000 to $29,999",6.46%,"80,361"
2015,Puerto Rico,"$30,000 to $34,999",5.73%,"71,277"
2015,Puerto Rico,"$35,000 to $39,999",4.58%,"57,031"
2015,Puerto Rico,"$40,000 to $44,999",3.82%,"47,537"
2015,Puerto Rico,"$45,000 to $49,999",3.11%,"38,714"
2015,Puerto Rico,"$50,000 to $59,999",4.82%,"60,023"
2015,Puerto Rico,"$60,000 to $74,999",4.65%,"57,890"
2015,Puerto Rico,"$75,000 to $99,999",3.59%,"44,660"
2015,Puerto Rico,"$100,000 to $124,999",1.69%,"21,037"
2015,Puerto Rico,"$125,000 to $149,999",0.81%,"10,052"
2015,Puerto Rico,"$150,000 to $199,999",0.81%,"10,019"
2015,Puerto Rico,"$200,000 or more",0.68%,"8,472"
2015,Puerto Rico,"Less than $10,000",29.00%,"360,761"
2015,Rhode Island,"$10,000 to $14,999",5.55%,"22,777"
2015,Rhode Island,"$15,000 to $19,999",4.98%,"20,447"
2015,Rhode Island,"$20,000 to $24,999",4.94%,"20,302"
2015,Rhode Island,"$25,000 to $29,999",4.47%,"18,336"
2015,Rhode Island,"$30,000 to $34,999",4.61%,"18,944"
2015,Rhode Island,"$35,000 to $39,999",4.17%,"17,104"
2015,Rhode Island,"$40,000 to $44,999",4.24%,"17,406"
2015,Rhode Island,"$45,000 to $49,999",3.80%,"15,589"
2015,Rhode Island,"$50,000 to $59,999",7.29%,"29,918"
2015,Rhode Island,"$60,000 to $74,999",9.55%,"39,227"
2015,Rhode Island,"$75,000 to $99,999",12.88%,"52,869"
2015,Rhode Island,"$100,000 to $124,999",8.79%,"36,091"
2015,Rhode Island,"$125,000 to $149,999",5.75%,"23,630"
2015,Rhode Island,"$150,000 to $199,999",5.96%,"24,479"
2015,Rhode Island,"$200,000 or more",5.16%,"21,206"
2015,Rhode Island,"Less than $10,000",7.86%,"32,277"
2015,South Carolina,"$10,000 to $14,999",6.42%,"116,567"
2015,South Carolina,"$15,000 to $19,999",6.20%,"112,481"
2015,South Carolina,"$20,000 to $24,999",6.24%,"113,343"
2015,South Carolina,"$25,000 to $29,999",5.85%,"106,166"
2015,South Carolina,"$30,000 to $34,999",5.71%,"103,562"
2015,South Carolina,"$35,000 to $39,999",5.28%,"95,753"
2015,South Carolina,"$40,000 to $44,999",5.04%,"91,524"
2015,South Carolina,"$45,000 to $49,999",4.36%,"79,090"
2015,South Carolina,"$50,000 to $59,999",8.18%,"148,502"
2015,South Carolina,"$60,000 to $74,999",9.94%,"180,498"
2015,South Carolina,"$75,000 to $99,999",11.24%,"204,041"
2015,South Carolina,"$100,000 to $124,999",6.78%,"123,026"
2015,South Carolina,"$125,000 to $149,999",3.74%,"67,800"
2015,South Carolina,"$150,000 to $199,999",3.32%,"60,171"
2015,South Carolina,"$200,000 or more",2.89%,"52,540"
2015,South Carolina,"Less than $10,000",8.82%,"160,030"
2015,South Dakota,"$10,000 to $14,999",5.56%,"18,403"
2015,South Dakota,"$15,000 to $19,999",5.04%,"16,691"
2015,South Dakota,"$20,000 to $24,999",5.67%,"18,746"
2015,South Dakota,"$25,000 to $29,999",5.52%,"18,259"
2015,South Dakota,"$30,000 to $34,999",5.66%,"18,726"
2015,South Dakota,"$35,000 to $39,999",5.42%,"17,941"
2015,South Dakota,"$40,000 to $44,999",5.12%,"16,949"
2015,South Dakota,"$45,000 to $49,999",4.85%,"16,035"
2015,South Dakota,"$50,000 to $59,999",8.66%,"28,641"
2015,South Dakota,"$60,000 to $74,999",11.13%,"36,817"
2015,South Dakota,"$75,000 to $99,999",13.62%,"45,058"
2015,South Dakota,"$100,000 to $124,999",7.57%,"25,052"
2015,South Dakota,"$125,000 to $149,999",3.73%,"12,355"
2015,South Dakota,"$150,000 to $199,999",3.04%,"10,046"
2015,South Dakota,"$200,000 or more",3.24%,"10,733"
2015,South Dakota,"Less than $10,000",6.17%,"20,406"
2015,Tennessee,"$10,000 to $14,999",6.34%,"158,757"
2015,Tennessee,"$15,000 to $19,999",6.32%,"158,314"
2015,Tennessee,"$20,000 to $24,999",6.34%,"158,693"
2015,Tennessee,"$25,000 to $29,999",5.94%,"148,755"
2015,Tennessee,"$30,000 to $34,999",5.86%,"146,706"
2015,Tennessee,"$35,000 to $39,999",5.36%,"134,230"
2015,Tennessee,"$40,000 to $44,999",5.09%,"127,532"
2015,Tennessee,"$45,000 to $49,999",4.37%,"109,327"
2015,Tennessee,"$50,000 to $59,999",8.25%,"206,546"
2015,Tennessee,"$60,000 to $74,999",9.91%,"248,182"
2015,Tennessee,"$75,000 to $99,999",10.99%,"275,150"
2015,Tennessee,"$100,000 to $124,999",6.57%,"164,446"
2015,Tennessee,"$125,000 to $149,999",3.59%,"89,851"
2015,Tennessee,"$150,000 to $199,999",3.30%,"82,552"
2015,Tennessee,"$200,000 or more",3.24%,"81,254"
2015,Tennessee,"Less than $10,000",8.55%,"214,261"
2015,Texas,"$10,000 to $14,999",5.13%,"469,798"
2015,Texas,"$15,000 to $19,999",5.25%,"480,097"
2015,Texas,"$20,000 to $24,999",5.46%,"499,771"
2015,Texas,"$25,000 to $29,999",5.14%,"470,105"
2015,Texas,"$30,000 to $34,999",5.21%,"476,663"
2015,Texas,"$35,000 to $39,999",4.77%,"436,072"
2015,Texas,"$40,000 to $44,999",4.67%,"427,713"
2015,Texas,"$45,000 to $49,999",4.18%,"382,519"
2015,Texas,"$50,000 to $59,999",7.92%,"724,264"
2015,Texas,"$60,000 to $74,999",9.88%,"903,827"
2015,Texas,"$75,000 to $99,999",11.76%,"1,075,935"
2015,Texas,"$100,000 to $124,999",8.18%,"748,718"
2015,Texas,"$125,000 to $149,999",4.89%,"447,745"
2015,Texas,"$150,000 to $199,999",5.07%,"463,766"
2015,Texas,"$200,000 or more",5.29%,"484,116"
2015,Texas,"Less than $10,000",7.19%,"658,087"
2015,Utah,"$10,000 to $14,999",3.81%,"34,538"
2015,Utah,"$15,000 to $19,999",3.96%,"35,882"
2015,Utah,"$20,000 to $24,999",4.61%,"41,751"
2015,Utah,"$25,000 to $29,999",4.52%,"40,986"
2015,Utah,"$30,000 to $34,999",4.65%,"42,131"
2015,Utah,"$35,000 to $39,999",4.63%,"41,947"
2015,Utah,"$40,000 to $44,999",4.71%,"42,720"
2015,Utah,"$45,000 to $49,999",4.49%,"40,649"
2015,Utah,"$50,000 to $59,999",8.99%,"81,495"
2015,Utah,"$60,000 to $74,999",12.11%,"109,762"
2015,Utah,"$75,000 to $99,999",14.95%,"135,492"
2015,Utah,"$100,000 to $124,999",9.39%,"85,082"
2015,Utah,"$125,000 to $149,999",5.23%,"47,429"
2015,Utah,"$150,000 to $199,999",4.84%,"43,846"
2015,Utah,"$200,000 or more",4.17%,"37,821"
2015,Utah,"Less than $10,000",4.94%,"44,761"
2015,Vermont,"$10,000 to $14,999",5.64%,"14,499"
2015,Vermont,"$15,000 to $19,999",5.28%,"13,571"
2015,Vermont,"$20,000 to $24,999",5.06%,"13,007"
2015,Vermont,"$25,000 to $29,999",4.82%,"12,395"
2015,Vermont,"$30,000 to $34,999",5.15%,"13,251"
2015,Vermont,"$35,000 to $39,999",4.69%,"12,068"
2015,Vermont,"$40,000 to $44,999",4.75%,"12,223"
2015,Vermont,"$45,000 to $49,999",4.49%,"11,553"
2015,Vermont,"$50,000 to $59,999",8.44%,"21,708"
2015,Vermont,"$60,000 to $74,999",10.95%,"28,153"
2015,Vermont,"$75,000 to $99,999",13.93%,"35,822"
2015,Vermont,"$100,000 to $124,999",8.62%,"22,165"
2015,Vermont,"$125,000 to $149,999",4.59%,"11,810"
2015,Vermont,"$150,000 to $199,999",4.43%,"11,388"
2015,Vermont,"$200,000 or more",3.67%,"9,432"
2015,Vermont,"Less than $10,000",5.49%,"14,122"
2015,Virginia,"$10,000 to $14,999",4.11%,"125,763"
2015,Virginia,"$15,000 to $19,999",4.08%,"125,093"
2015,Virginia,"$20,000 to $24,999",4.23%,"129,561"
2015,Virginia,"$25,000 to $29,999",4.19%,"128,370"
2015,Virginia,"$30,000 to $34,999",4.30%,"131,658"
2015,Virginia,"$35,000 to $39,999",4.16%,"127,425"
2015,Virginia,"$40,000 to $44,999",4.21%,"128,951"
2015,Virginia,"$45,000 to $49,999",3.79%,"116,210"
2015,Virginia,"$50,000 to $59,999",7.57%,"231,726"
2015,Virginia,"$60,000 to $74,999",9.78%,"299,428"
2015,Virginia,"$75,000 to $99,999",12.75%,"390,630"
2015,Virginia,"$100,000 to $124,999",9.51%,"291,421"
2015,Virginia,"$125,000 to $149,999",6.24%,"191,138"
2015,Virginia,"$150,000 to $199,999",7.21%,"220,714"
2015,Virginia,"$200,000 or more",8.10%,"248,195"
2015,Virginia,"Less than $10,000",5.76%,"176,500"
2015,Washington,"$10,000 to $14,999",4.13%,"110,156"
2015,Washington,"$15,000 to $19,999",4.25%,"113,536"
2015,Washington,"$20,000 to $24,999",4.55%,"121,452"
2015,Washington,"$25,000 to $29,999",4.29%,"114,389"
2015,Washington,"$30,000 to $34,999",4.76%,"126,984"
2015,Washington,"$35,000 to $39,999",4.40%,"117,347"
2015,Washington,"$40,000 to $44,999",4.47%,"119,297"
2015,Washington,"$45,000 to $49,999",4.12%,"109,832"
2015,Washington,"$50,000 to $59,999",8.02%,"213,934"
2015,Washington,"$60,000 to $74,999",10.60%,"282,968"
2015,Washington,"$75,000 to $99,999",13.43%,"358,433"
2015,Washington,"$100,000 to $124,999",9.33%,"248,928"
2015,Washington,"$125,000 to $149,999",5.88%,"156,803"
2015,Washington,"$150,000 to $199,999",6.05%,"161,420"
2015,Washington,"$200,000 or more",5.65%,"150,874"
2015,Washington,"Less than $10,000",6.09%,"162,559"
2015,West Virginia,"$10,000 to $14,999",6.94%,"51,381"
2015,West Virginia,"$15,000 to $19,999",7.14%,"52,895"
2015,West Virginia,"$20,000 to $24,999",6.95%,"51,467"
2015,West Virginia,"$25,000 to $29,999",6.06%,"44,903"
2015,West Virginia,"$30,000 to $34,999",5.79%,"42,885"
2015,West Virginia,"$35,000 to $39,999",5.26%,"38,967"
2015,West Virginia,"$40,000 to $44,999",5.09%,"37,697"
2015,West Virginia,"$45,000 to $49,999",4.58%,"33,909"
2015,West Virginia,"$50,000 to $59,999",7.97%,"59,078"
2015,West Virginia,"$60,000 to $74,999",9.54%,"70,695"
2015,West Virginia,"$75,000 to $99,999",10.76%,"79,720"
2015,West Virginia,"$100,000 to $124,999",6.05%,"44,789"
2015,West Virginia,"$125,000 to $149,999",3.17%,"23,481"
2015,West Virginia,"$150,000 to $199,999",2.58%,"19,093"
2015,West Virginia,"$200,000 or more",2.12%,"15,724"
2015,West Virginia,"Less than $10,000",10.02%,"74,206"
2015,Wisconsin,"$10,000 to $14,999",5.15%,"118,516"
2015,Wisconsin,"$15,000 to $19,999",5.22%,"120,015"
2015,Wisconsin,"$20,000 to $24,999",5.50%,"126,410"
2015,Wisconsin,"$25,000 to $29,999",5.17%,"118,906"
2015,Wisconsin,"$30,000 to $34,999",5.41%,"124,306"
2015,Wisconsin,"$35,000 to $39,999",4.86%,"111,823"
2015,Wisconsin,"$40,000 to $44,999",4.99%,"114,652"
2015,Wisconsin,"$45,000 to $49,999",4.53%,"104,148"
2015,Wisconsin,"$50,000 to $59,999",8.64%,"198,647"
2015,Wisconsin,"$60,000 to $74,999",11.05%,"253,980"
2015,Wisconsin,"$75,000 to $99,999",13.51%,"310,541"
2015,Wisconsin,"$100,000 to $124,999",8.49%,"195,229"
2015,Wisconsin,"$125,000 to $149,999",4.47%,"102,734"
2015,Wisconsin,"$150,000 to $199,999",3.87%,"88,992"
2015,Wisconsin,"$200,000 or more",3.26%,"75,030"
2015,Wisconsin,"Less than $10,000",5.88%,"135,178"
2015,Wyoming,"$10,000 to $14,999",4.65%,"10,540"
2015,Wyoming,"$15,000 to $19,999",4.57%,"10,358"
2015,Wyoming,"$20,000 to $24,999",5.25%,"11,900"
2015,Wyoming,"$25,000 to $29,999",4.74%,"10,743"
2015,Wyoming,"$30,000 to $34,999",5.15%,"11,692"
2015,Wyoming,"$35,000 to $39,999",4.44%,"10,066"
2015,Wyoming,"$40,000 to $44,999",4.70%,"10,661"
2015,Wyoming,"$45,000 to $49,999",4.43%,"10,048"
2015,Wyoming,"$50,000 to $59,999",8.12%,"18,429"
2015,Wyoming,"$60,000 to $74,999",10.88%,"24,675"
2015,Wyoming,"$75,000 to $99,999",14.34%,"32,540"
2015,Wyoming,"$100,000 to $124,999",10.15%,"23,024"
2015,Wyoming,"$125,000 to $149,999",5.88%,"13,347"
2015,Wyoming,"$150,000 to $199,999",4.72%,"10,701"
2015,Wyoming,"$200,000 or more",3.20%,"7,255"
2015,Wyoming,"Less than $10,000",4.80%,"10,886"
2016,Alabama,"$10,000 to $14,999",6.83%,"126,347"
2016,Alabama,"$15,000 to $19,999",6.42%,"118,846"
2016,Alabama,"$20,000 to $24,999",6.16%,"114,040"
2016,Alabama,"$25,000 to $29,999",5.72%,"105,954"
2016,Alabama,"$30,000 to $34,999",5.49%,"101,692"
2016,Alabama,"$35,000 to $39,999",5.03%,"93,118"
2016,Alabama,"$40,000 to $44,999",4.86%,"90,043"
2016,Alabama,"$45,000 to $49,999",4.10%,"75,980"
2016,Alabama,"$50,000 to $59,999",8.00%,"148,141"
2016,Alabama,"$60,000 to $74,999",9.42%,"174,333"
2016,Alabama,"$75,000 to $99,999",11.03%,"204,249"
2016,Alabama,"$100,000 to $124,999",6.91%,"127,870"
2016,Alabama,"$125,000 to $149,999",3.81%,"70,558"
2016,Alabama,"$150,000 to $199,999",3.59%,"66,462"
2016,Alabama,"$200,000 or more",2.92%,"54,083"
2016,Alabama,"Less than $10,000",9.69%,"179,345"
2016,Alaska,"$10,000 to $14,999",3.36%,"8,418"
2016,Alaska,"$15,000 to $19,999",3.33%,"8,345"
2016,Alaska,"$20,000 to $24,999",3.74%,"9,349"
2016,Alaska,"$25,000 to $29,999",3.32%,"8,311"
2016,Alaska,"$30,000 to $34,999",3.71%,"9,295"
2016,Alaska,"$35,000 to $39,999",3.80%,"9,504"
2016,Alaska,"$40,000 to $44,999",4.14%,"10,355"
2016,Alaska,"$45,000 to $49,999",3.43%,"8,585"
2016,Alaska,"$50,000 to $59,999",7.14%,"17,878"
2016,Alaska,"$60,000 to $74,999",10.75%,"26,891"
2016,Alaska,"$75,000 to $99,999",14.76%,"36,934"
2016,Alaska,"$100,000 to $124,999",11.40%,"28,526"
2016,Alaska,"$125,000 to $149,999",7.84%,"19,613"
2016,Alaska,"$150,000 to $199,999",8.81%,"22,037"
2016,Alaska,"$200,000 or more",6.78%,"16,978"
2016,Alaska,"Less than $10,000",3.68%,"9,216"
2016,Arizona,"$10,000 to $14,999",5.12%,"125,264"
2016,Arizona,"$15,000 to $19,999",5.19%,"127,003"
2016,Arizona,"$20,000 to $24,999",5.52%,"135,185"
2016,Arizona,"$25,000 to $29,999",5.44%,"133,260"
2016,Arizona,"$30,000 to $34,999",5.34%,"130,764"
2016,Arizona,"$35,000 to $39,999",5.02%,"122,877"
2016,Arizona,"$40,000 to $44,999",5.14%,"125,810"
2016,Arizona,"$45,000 to $49,999",4.40%,"107,768"
2016,Arizona,"$50,000 to $59,999",8.41%,"206,026"
2016,Arizona,"$60,000 to $74,999",10.11%,"247,629"
2016,Arizona,"$75,000 to $99,999",12.03%,"294,491"
2016,Arizona,"$100,000 to $124,999",7.72%,"189,025"
2016,Arizona,"$125,000 to $149,999",4.52%,"110,715"
2016,Arizona,"$150,000 to $199,999",4.40%,"107,864"
2016,Arizona,"$200,000 or more",4.15%,"101,665"
2016,Arizona,"Less than $10,000",7.50%,"183,573"
2016,Arkansas,"$10,000 to $14,999",7.23%,"82,519"
2016,Arkansas,"$15,000 to $19,999",6.69%,"76,391"
2016,Arkansas,"$20,000 to $24,999",6.80%,"77,626"
2016,Arkansas,"$25,000 to $29,999",6.13%,"69,990"
2016,Arkansas,"$30,000 to $34,999",6.09%,"69,515"
2016,Arkansas,"$35,000 to $39,999",5.41%,"61,745"
2016,Arkansas,"$40,000 to $44,999",5.24%,"59,774"
2016,Arkansas,"$45,000 to $49,999",4.56%,"52,081"
2016,Arkansas,"$50,000 to $59,999",8.34%,"95,250"
2016,Arkansas,"$60,000 to $74,999",9.58%,"109,400"
2016,Arkansas,"$75,000 to $99,999",10.14%,"115,768"
2016,Arkansas,"$100,000 to $124,999",6.19%,"70,708"
2016,Arkansas,"$125,000 to $149,999",3.25%,"37,074"
2016,Arkansas,"$150,000 to $199,999",2.79%,"31,835"
2016,Arkansas,"$200,000 or more",2.64%,"30,167"
2016,Arkansas,"Less than $10,000",8.90%,"101,637"
2016,California,"$10,000 to $14,999",4.91%,"629,347"
2016,California,"$15,000 to $19,999",4.45%,"570,021"
2016,California,"$20,000 to $24,999",4.65%,"595,028"
2016,California,"$25,000 to $29,999",4.29%,"549,453"
2016,California,"$30,000 to $34,999",4.39%,"562,391"
2016,California,"$35,000 to $39,999",4.03%,"516,373"
2016,California,"$40,000 to $44,999",4.07%,"520,991"
2016,California,"$45,000 to $49,999",3.67%,"470,573"
2016,California,"$50,000 to $59,999",7.12%,"912,385"
2016,California,"$60,000 to $74,999",9.40%,"1,203,377"
2016,California,"$75,000 to $99,999",12.12%,"1,552,490"
2016,California,"$100,000 to $124,999",9.14%,"1,171,087"
2016,California,"$125,000 to $149,999",6.09%,"779,571"
2016,California,"$150,000 to $199,999",7.30%,"935,208"
2016,California,"$200,000 or more",8.67%,"1,110,197"
2016,California,"Less than $10,000",5.69%,"728,895"
2016,Colorado,"$10,000 to $14,999",3.91%,"80,302"
2016,Colorado,"$15,000 to $19,999",4.03%,"82,773"
2016,Colorado,"$20,000 to $24,999",4.55%,"93,281"
2016,Colorado,"$25,000 to $29,999",4.42%,"90,734"
2016,Colorado,"$30,000 to $34,999",4.62%,"94,758"
2016,Colorado,"$35,000 to $39,999",4.36%,"89,353"
2016,Colorado,"$40,000 to $44,999",4.53%,"92,951"
2016,Colorado,"$45,000 to $49,999",4.04%,"82,952"
2016,Colorado,"$50,000 to $59,999",7.94%,"162,904"
2016,Colorado,"$60,000 to $74,999",10.30%,"211,250"
2016,Colorado,"$75,000 to $99,999",13.47%,"276,255"
2016,Colorado,"$100,000 to $124,999",9.47%,"194,355"
2016,Colorado,"$125,000 to $149,999",5.95%,"122,056"
2016,Colorado,"$150,000 to $199,999",6.52%,"133,864"
2016,Colorado,"$200,000 or more",6.28%,"128,838"
2016,Colorado,"Less than $10,000",5.60%,"114,990"
2016,Connecticut,"$10,000 to $14,999",3.73%,"50,565"
2016,Connecticut,"$15,000 to $19,999",4.00%,"54,190"
2016,Connecticut,"$20,000 to $24,999",4.07%,"55,194"
2016,Connecticut,"$25,000 to $29,999",3.76%,"50,989"
2016,Connecticut,"$30,000 to $34,999",3.80%,"51,415"
2016,Connecticut,"$35,000 to $39,999",3.74%,"50,649"
2016,Connecticut,"$40,000 to $44,999",3.70%,"50,106"
2016,Connecticut,"$45,000 to $49,999",3.41%,"46,192"
2016,Connecticut,"$50,000 to $59,999",6.78%,"91,810"
2016,Connecticut,"$60,000 to $74,999",9.31%,"126,135"
2016,Connecticut,"$75,000 to $99,999",12.71%,"172,153"
2016,Connecticut,"$100,000 to $124,999",9.90%,"134,162"
2016,Connecticut,"$125,000 to $149,999",7.04%,"95,329"
2016,Connecticut,"$150,000 to $199,999",8.21%,"111,209"
2016,Connecticut,"$200,000 or more",10.25%,"138,828"
2016,Connecticut,"Less than $10,000",5.59%,"75,787"
2016,Delaware,"$10,000 to $14,999",3.62%,"12,613"
2016,Delaware,"$15,000 to $19,999",4.18%,"14,548"
2016,Delaware,"$20,000 to $24,999",4.63%,"16,118"
2016,Delaware,"$25,000 to $29,999",4.58%,"15,936"
2016,Delaware,"$30,000 to $34,999",4.90%,"17,062"
2016,Delaware,"$35,000 to $39,999",4.60%,"16,024"
2016,Delaware,"$40,000 to $44,999",4.50%,"15,665"
2016,Delaware,"$45,000 to $49,999",4.24%,"14,757"
2016,Delaware,"$50,000 to $59,999",8.08%,"28,118"
2016,Delaware,"$60,000 to $74,999",10.66%,"37,108"
2016,Delaware,"$75,000 to $99,999",13.68%,"47,615"
2016,Delaware,"$100,000 to $124,999",9.19%,"32,000"
2016,Delaware,"$125,000 to $149,999",5.84%,"20,337"
2016,Delaware,"$150,000 to $199,999",6.11%,"21,249"
2016,Delaware,"$200,000 or more",5.35%,"18,630"
2016,Delaware,"Less than $10,000",5.82%,"20,271"
2016,District of Columbia,"$10,000 to $14,999",4.41%,"12,205"
2016,District of Columbia,"$15,000 to $19,999",3.66%,"10,112"
2016,District of Columbia,"$20,000 to $24,999",3.49%,"9,641"
2016,District of Columbia,"$25,000 to $29,999",3.40%,"9,405"
2016,District of Columbia,"$30,000 to $34,999",3.34%,"9,225"
2016,District of Columbia,"$35,000 to $39,999",2.88%,"7,951"
2016,District of Columbia,"$40,000 to $44,999",3.31%,"9,150"
2016,District of Columbia,"$45,000 to $49,999",2.88%,"7,955"
2016,District of Columbia,"$50,000 to $59,999",5.72%,"15,815"
2016,District of Columbia,"$60,000 to $74,999",7.65%,"21,155"
2016,District of Columbia,"$75,000 to $99,999",10.54%,"29,158"
2016,District of Columbia,"$100,000 to $124,999",9.13%,"25,245"
2016,District of Columbia,"$125,000 to $149,999",6.48%,"17,922"
2016,District of Columbia,"$150,000 to $199,999",8.72%,"24,110"
2016,District of Columbia,"$200,000 or more",14.22%,"39,318"
2016,District of Columbia,"Less than $10,000",10.19%,"28,179"
2016,Florida,"$10,000 to $14,999",5.39%,"398,394"
2016,Florida,"$15,000 to $19,999",5.73%,"423,592"
2016,Florida,"$20,000 to $24,999",6.03%,"445,928"
2016,Florida,"$25,000 to $29,999",5.70%,"421,568"
2016,Florida,"$30,000 to $34,999",5.63%,"416,468"
2016,Florida,"$35,000 to $39,999",5.30%,"391,972"
2016,Florida,"$40,000 to $44,999",5.13%,"379,530"
2016,Florida,"$45,000 to $49,999",4.48%,"331,287"
2016,Florida,"$50,000 to $59,999",8.28%,"612,464"
2016,Florida,"$60,000 to $74,999",9.99%,"738,333"
2016,Florida,"$75,000 to $99,999",11.26%,"832,126"
2016,Florida,"$100,000 to $124,999",7.14%,"527,915"
2016,Florida,"$125,000 to $149,999",4.03%,"297,921"
2016,Florida,"$150,000 to $199,999",4.02%,"297,029"
2016,Florida,"$200,000 or more",4.36%,"322,098"
2016,Florida,"Less than $10,000",7.53%,"556,637"
2016,Georgia,"$10,000 to $14,999",5.49%,"198,287"
2016,Georgia,"$15,000 to $19,999",5.34%,"192,794"
2016,Georgia,"$20,000 to $24,999",5.59%,"201,968"
2016,Georgia,"$25,000 to $29,999",5.16%,"186,210"
2016,Georgia,"$30,000 to $34,999",5.23%,"188,941"
2016,Georgia,"$35,000 to $39,999",4.87%,"176,062"
2016,Georgia,"$40,000 to $44,999",4.83%,"174,362"
2016,Georgia,"$45,000 to $49,999",4.22%,"152,256"
2016,Georgia,"$50,000 to $59,999",8.04%,"290,377"
2016,Georgia,"$60,000 to $74,999",9.97%,"359,941"
2016,Georgia,"$75,000 to $99,999",11.65%,"420,635"
2016,Georgia,"$100,000 to $124,999",7.64%,"275,919"
2016,Georgia,"$125,000 to $149,999",4.43%,"160,150"
2016,Georgia,"$150,000 to $199,999",4.63%,"167,373"
2016,Georgia,"$200,000 or more",4.64%,"167,730"
2016,Georgia,"Less than $10,000",8.27%,"298,701"
2016,Hawaii,"$10,000 to $14,999",3.39%,"15,336"
2016,Hawaii,"$15,000 to $19,999",3.38%,"15,296"
2016,Hawaii,"$20,000 to $24,999",3.65%,"16,495"
2016,Hawaii,"$25,000 to $29,999",3.41%,"15,428"
2016,Hawaii,"$30,000 to $34,999",3.65%,"16,494"
2016,Hawaii,"$35,000 to $39,999",3.59%,"16,240"
2016,Hawaii,"$40,000 to $44,999",3.80%,"17,189"
2016,Hawaii,"$45,000 to $49,999",3.53%,"15,976"
2016,Hawaii,"$50,000 to $59,999",7.27%,"32,874"
2016,Hawaii,"$60,000 to $74,999",10.69%,"48,316"
2016,Hawaii,"$75,000 to $99,999",14.17%,"64,035"
2016,Hawaii,"$100,000 to $124,999",11.24%,"50,789"
2016,Hawaii,"$125,000 to $149,999",7.34%,"33,173"
2016,Hawaii,"$150,000 to $199,999",7.93%,"35,851"
2016,Hawaii,"$200,000 or more",7.35%,"33,209"
2016,Hawaii,"Less than $10,000",5.60%,"25,329"
2016,Idaho,"$10,000 to $14,999",5.28%,"31,467"
2016,Idaho,"$15,000 to $19,999",5.42%,"32,300"
2016,Idaho,"$20,000 to $24,999",5.84%,"34,792"
2016,Idaho,"$25,000 to $29,999",5.61%,"33,414"
2016,Idaho,"$30,000 to $34,999",6.09%,"36,311"
2016,Idaho,"$35,000 to $39,999",5.39%,"32,118"
2016,Idaho,"$40,000 to $44,999",5.25%,"31,306"
2016,Idaho,"$45,000 to $49,999",4.88%,"29,108"
2016,Idaho,"$50,000 to $59,999",8.86%,"52,829"
2016,Idaho,"$60,000 to $74,999",11.18%,"66,619"
2016,Idaho,"$75,000 to $99,999",12.08%,"71,986"
2016,Idaho,"$100,000 to $124,999",7.10%,"42,322"
2016,Idaho,"$125,000 to $149,999",3.83%,"22,849"
2016,Idaho,"$150,000 to $199,999",3.28%,"19,555"
2016,Idaho,"$200,000 or more",2.90%,"17,296"
